tanggal,isu,tonality,berita_jakarta,link/page
2020-04-28,Rumah Pelapor Masjid Gelar Tarawih di Pulogadung Dirusak Kelompok Remaja,NEGATIF,Satpol PP Jakut Konsisten Tegakkan Aturan PSBB,
2020-04-29,Penurunan Angka Kasus Covid-19 di Jakarta,POSITIF,,
2020-04-29,Pemprov DKI Jakarta Tunda Distribusi Bansos untuk Evaluasi Data,NETRAL,Pemprov DKI Rampungkan Evaluasi Data Penerima Bansos,https://www.beritajakarta.id/read/79142/pemprov-dki-rampungkan-evaluasi-data-penerima-bansos#.Xqjnx1czbIU
2020-04-30,Sebanyak 660 Perusahaan Langgar Aturan PSBB di Jakarta,NETRAL,,
2020-04-30,Pemangkasan Anggaran Belanja untuk Penanganan Covid-19,NETRAL,,
2019-12-02,Imbas Kemacetan Ibu Kota,NETRAL,,
2019-12-02,Jalannya Acara Reuni Akbar 212,NETRAL,,
2019-12-02,LRT Jakarta Resmi Beroperasi Secara Komersial,POSITIF,Operasi Komersial Kereta LRT Jakarta Berjalan Lancar,https://www.beritajakarta.id/read/74885/operasi-komersial-kereta-lrt-jakarta-berjalan-lancar#.XeSUNJMzaHs
2019-12-02,LRT Jakarta Resmi Beroperasi Secara Komersial,POSITIF,Beroperasinya LRT Semakin Manjakan Pengguna Transportasi Umum,https://www.beritajakarta.id/read/74962/beroperasinya-lrt-semakin-manjakan-pengguna-transportasi-umum#.XedcNJMzaHs
2019-12-02,LRT Jakarta Resmi Beroperasi Secara Komersial,POSITIF,Resmi Berbayar Penumpang Padati Stasiun LRT Velodrome,https://www.beritajakarta.id/read/74877/resmi-berbayar-penumpang-padati-stasiun-lrt-velodrome#.XeSUOZMzaHs
2019-12-02,LRT Jakarta Resmi Beroperasi Secara Komersial,POSITIF,Bank DKI Siapkan JakCard dan Jak Lingko untuk Transaksi LRT,https://www.beritajakarta.id/read/74870/bank-dki-siapkan-jakcard-dan-jak-lingko-untuk-transaksi-lrt#.XeSUfJMzaHt
2019-12-03,Usai Acara Reuni Akbar 212,NETRAL,,
2019-12-03,Pascaevakuasi Reklame Roboh di Warung Buncit,NETRAL,,
2019-12-04,Program Pindahan Gratis Rumah DP Nol Rupiah,POSITIF,,
2019-12-04,Menilik RUU Kekhususan untuk Kota Jakarta,NETRAL,,
2019-12-04,Pemprov DKI Jakarta Kaji Harga Sewa Ducting,NETRAL,,
2019-12-05,Pembangunan Trotoar Kemang Rugikan Warga dan Pengusaha,NEGATIF,Komisi D Dukung Trotoar Dibangun dengan Konsep Complete Street,https://www.beritajakarta.id/read/75017/komisi-d-dukung-trotoar-dibangun-dengan-konsep-complete-street#.XenPmZMzaHs
2019-12-05,Tarif Progresif dalam Penerapan ERP 2020,NETRAL,,
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Anies Tanggapi Pemandangan Umum Seluruh Fraksi DPRD Terhadap Raperda APBD 2020,https://www.beritajakarta.id/read/74991/anies-tanggapi-pemandangan-umum-seluruh-fraksi-dprd-terhadap-raperda-apbd-2020#.XenM2pMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi D Dukung Trotoar Dibangun dengan Konsep Complete Street,https://www.beritajakarta.id/read/75017/komisi-d-dukung-trotoar-dibangun-dengan-konsep-complete-street#.XenPmZMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,RAPBD 2020 Mulai Dibahas di Tingkat Komisi Hari Ini,https://www.beritajakarta.id/read/74997/rapbd-2020-mulai-dibahas-di-tingkat-komisi-hari-ini#.XenNO5MzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi A Bersama Wali Kota dan Bupati Bahas RAPBD 2020,https://www.beritajakarta.id/read/75031/komisi-a-bersama-wali-kota-dan-bupati-bahas-rapbd-2020#.XenNwpMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Ini Sejumlah Pemandangan Umum Fraksi Terkait Raperda RAPBD 2020,https://www.beritajakarta.id/read/74983/ini-sejumlah-pemandangan-umum-fraksi-terkait-raperda-rapbd-2020#.XenQUpMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi D Rapat Pendalaman RAPBD 2020 Bersama Tiga SKPD,https://www.beritajakarta.id/read/75036/komisi-d-rapat-pendalaman-rapbd-2020-bersama-tiga-skpd#.XenNyJMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi C Minta BPRD Terus Berinovasi Capai Target Penerimaan,https://www.beritajakarta.id/read/75024/komisi-c-minta-bprd-terus-berinovasi-capai-target-penerimaan#.XenPvpMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi E Lakukan Pendalaman RAPBD 2020 di Dinas Pendidikan,https://www.beritajakarta.id/read/75027/komisi-e-lakukan-pendalaman-rapbd-2020-di-dinas-pendidikan#.XenPs5MzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi E Sepakati Alokasi Anggaran Sertifikasi Kompetensi Murid SMK,https://www.beritajakarta.id/read/75035/komisi-e-sepakati-alokasi-anggaran-sertifikasi-kompetensi-murid-smk#.XenNz5MzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi C Lakukan Pendalaman RAPBD di OPD dan BUMD,https://www.beritajakarta.id/read/75069/komisi-c-lakukan-pendalaman-rapbd-di-opd-dan-bumd#.Xe34xZMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi D Dukung Penataan Kawasan Monas Segera Direalisasikan,https://www.beritajakarta.id/read/75064/komisi-d-dukung-penataan-kawasan-monas-segera-direalisasikan#.Xe34yJMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Ini Kesepakatan Komisi B Terkait PMD dalam Postur RAPBD 2020,https://www.beritajakarta.id/read/75066/ini-kesepakatan-komisi-b-terkait-pmd-dalam-postur-rapbd-2020#.Xe34zJMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi B Sepakati RAPBD 2020 di Sembilan OPD,https://www.beritajakarta.id/read/75038/komisi-b-sepakati-rapbd-2020-di-sembilan-opd#.XenPVZMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi B DPRD Bahas RAPBD 2020 Bersama PD Dharma Jaya,https://www.beritajakarta.id/read/75065/komisi-b-dprd-bahas-rapbd-2020-bersama-pd-dharma-jaya#.Xe3425MzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Ini Catatan Lima Komisi DPRD DKI Terkait Raperda APBD 2020,https://www.beritajakarta.id/read/75124/ini-catatan-lima-komisi-dprd-dki-terkait-raperda-apbd-2020#.XfBupJMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Anies Terima Raperda APBD 2020 DKI Jakarta,https://www.beritajakarta.id/read/75191/anies-terima-raperda-apbd-2020-dki-jakarta#.XfM5lJMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi D Dorong Dinas PRKP Sediakan Air Bersih di Rusunawa,https://www.beritajakarta.id/read/75061/komisi-d-dorong-dinas-prkp-sediakan-air-bersih-di-rusunawa#.Xe343ZMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi B Sepakati RAPBD 2020 di Sembilan OPD,https://www.beritajakarta.id/read/75038/komisi-b-sepakati-rapbd-2020-di-sembilan-opd#.Xe36hpMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi E Minta Dispora Pastikan Fasilitas Olahraga Berkondisi Baik,https://www.beritajakarta.id/read/75062/komisi-e-minta-dispora-pastikan-fasilitas-olahraga-berkondisi-baik#.Xe3435MzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Ketua Komisi A Minta Informasi Melalui PPID Semakin Dimaksimalkan,https://www.beritajakarta.id/read/75063/ketua-komisi-a-minta-informasi-melalui-ppid-semakin-dimaksimalkan#.Xe344ZMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi D Dukung Pembangunan 50 TMB Tahun Depan,https://www.beritajakarta.id/read/75060/komisi-d-dukung-pembangunan-50-tmb-tahun-depan#.Xe345ZMzaHs
2019-12-05,Surat Teguran dari Kemendagri untuk Pemprov. DKI Jakarta,NEGATIF,Komisi E Lakukan Pendalaman RAPBD 2020 di Dispora,https://www.beritajakarta.id/read/75052/komisi-e-lakukan-pendalaman-rapbd-2020-di-dispora#.Xe3495MzaHs
2019-12-06,Gratifikasi Gubernur Kepri dan Tas Bertuliskan Pemprov DKI Jakarta,NETRAL,,
2019-12-06,TGUPP Dikritik Anies Membela,NETRAL,,
2019-12-06,NCICD Jebol,NETRAL,,
2019-12-09,Rencana Pembangunan Rusun Terintegrasi Pasar Tradisional,NETRAL,,
2019-12-09,Upaya Mengejar Tunggakan Pajak Kendaraan,POSITIF,UP PKB BBNKB Jaktim Lakukan Penagihan Pajak di Duren Sawit,https://www.beritajakarta.id/read/75077/up-pkb-bbnkb-jaktim-lakukan-penagihan-pajak-di-duren-sawit#.Xe34kpMzaHs
2019-12-09,Upaya Mengejar Tunggakan Pajak Kendaraan,POSITIF,Perusahaan di Pasar Minggu Dipasangi Plang Penunggak Pajak,https://www.beritajakarta.id/read/75135/perusahaan-di-pasar-minggu-dipasangi-plang-penunggak-pajak
2019-12-09,Upaya Mengejar Tunggakan Pajak Kendaraan,POSITIF,Petugas Gabungan Lakukan Penagihan Pajak di Parkiran Mal,https://www.beritajakarta.id/read/75223/petugas-gabungan-lakukan-penagihan-pajak-di-parkiran-mal
2019-12-09,Upaya Mengejar Tunggakan Pajak Kendaraan,POSITIF,Wali Kota Jaktim Pimpin Pemasangan Stiker Kendaraan Penunggak Pajak,https://www.beritajakarta.id/read/75145/wali-kota-jaktim-pimpin-pemasangan-stiker-kendaraan-penunggak-pajak
2019-12-09,Upaya Mengejar Tunggakan Pajak Kendaraan,POSITIF,Pajak 20 Mobil Mewah di Jaktim Diblokir Petugas,https://www.beritajakarta.id/read/75094/pajak-20-mobil-mewah-di-jaktim-diblokir-petugas#.Xe4rLpMzaHs
2019-12-09,Kolaborasi Pemprov DKI Jakarta dengan Pemenang Jakbee Hackathon 2019,NETRAL,Pemprov DKI Siap Berkolaborasi dengan Inovasi Pemenang JakBee 2019,https://www.beritajakarta.id/read/75076/pemprov-dki-siap-berkolaborasi-dengan-inovasi-pemenang-jakbee-2019#.Xe32hZMzaHs
2019-12-10,Fasilitas Puskesmas di 16 Kelurahan DKI Jakarta,NEGATIF,Komisi E DPRD Kebut Pembahasan RAPBD 2020,https://www.beritajakarta.id/read/75090/komisi-e-dprd-kebut-pembahasan-rapbd-2020#.Xe32d5MzaHs
2019-12-10,Fasilitas Puskesmas di 16 Kelurahan DKI Jakarta,NEGATIF,Komisi E Selesaikan Pendalaman RAPBD 2020 di Dinas Kesehatan,https://www.beritajakarta.id/read/75091/komisi-e-selesaikan-pendalaman-rapbd-2020-di-dinas-kesehatan#.Xe32c5MzaHs
2019-12-10,Menuju Integrasi Transportasi Jabodetabek,POSITIF,Integrasi Transportasi Jabodetabek Pemprov DKI Berkolaborasi dengan PT KAI,https://www.beritajakarta.id/read/75101/integrasi-transportasi-jabodetabek-pemprov-dki-berkolaborasi-dengan-pt-kai#.Xe337pMzaHs
2019-12-10,Menuju Integrasi Transportasi Jabodetabek,POSITIF,PT MRT Jakarta dan PT KAI Tanda Tangani Perjanjian Pembentukan Perusahaan Baru,https://www.beritajakarta.id/read/75096/pt-mrt-jakarta-dan-pt-kai-tanda-tangani-perjanjian-pembentukan-perusahaan-baru#.Xe34ApMzaHs
2019-12-10,Polemik Anggaran Komputer Badan Pajak DKI Jakarta,NEGATIF,,
2019-12-11,Rekomendasi BNNP Terkait Penutupan Tempat Hiburan Malam di Jakarta,NETRAL,,
2019-12-11,Anggaran TGUPP: Strategi Efisiensi dan Alokasi,NETRAL,,
2019-12-11,Transjakarta Bagikan Deviden Ke Pemprov DKI Jakarta,POSITIF,PT Transjakarta Bukukan Deviden Rp 40 Miliar,https://www.beritajakarta.id/read/75127/pt-transjakarta-bukukan-deviden-rp-40-miliar#.XfBucZMzaHs
2019-12-12,Perpanjangan Kontrak Honorer K2 dan Non-K2 Disuruh Masuk Selokan,NEGATIF,Inspektorat DKI Jakarta Temukan Pelanggaran Penyalahgunaan Wewenang dalam Proses Seleksi PPSU Jelambar,https://www.beritajakarta.id/read/75277/inspektorat-dki-jakarta-temukan-pelanggaran-penyalahgunaan-wewenang-dalam-proses-seleksi-ppsu-jelambar#.Xfh5IZMzaHs
2019-12-12,Menunggu Legalitas Operasional Becak,NETRAL,,
2019-12-12,Transparansi Kinerja TGUPP dalam Polemik,NETRAL,,
2019-12-13,Mesin Kremasi untuk Umat Hindu,POSITIF,Pemprov DKI Hibahkan Alat Kremasi Kepada Umat Hindu di Jakarta,https://www.beritajakarta.id/read/75210/pemprov-dki-hibahkan-alat-kremasi-kepada-umat-hindu-di-jakarta#.XfM5XJMzaHs
2019-12-13,Ketua DPRD DKI Dukung Acara Djakarta Warehouse Project,NETRAL,Pemprov DKI Jakarta Pastikan Penyelenggaraan DWP 2019 Taati Aturan,https://www.beritajakarta.id/read/75236/pemprov-dki-jakarta-pastikan-penyelenggaraan-dwp-2019-taati-aturan#.XfdWRJMzaHs
2019-12-13,Groundbreaking Nuansa Cilangkap Hunian  DP 0 Rupiah,POSITIF,Pembangunan Rumah DP 0 Rupiah Nuansa Cilangkap Ditarget Rampung Dua Tahun,https://www.beritajakarta.id/read/75207/pembangunan-rumah-dp-0-rupiah-nuansa-cilangkap-ditarget-rampung-dua-tahun#.XfM5YpMzaHs
2019-12-13,Groundbreaking Nuansa Cilangkap Hunian  DP 0 Rupiah,POSITIF,Groundbreaking Samawa Rumah Dp 0 Rupiah Nuansa Cilangkap Dibangun Dengan Fasilitas Lengkap,https://www.beritajakarta.id/read/75205/groundbreaking-samawa-rumah-dp-0-rupiah-nuansa-cilangkap-dibangun-dengan-fasilitas-lengkap#.XfM5dZMzaHs
2019-12-16,Rumah Ambruk Akibat Normalisasi Saluran Air,NETRAL,Normalisasi Saluran Air di Jl Kayu Manis IX Capai 95 Persen,https://www.beritajakarta.id/read/75258/normalisasi-saluran-air-di-jl-kayu-manis-ix-capai-95-persen#.XfdVmZMzaHs
2019-12-16,Pro Kontra Penghargaan Kepada Colosseum,NETRAL,Disparbud DKI Batalkan Penghargaan Adikarya Wisata 2019 Kepada Tempat Hiburan Colosseum,https://www.beritajakarta.id/read/75276/disparbud-dki-batalkan-penghargaan-adikarya-wisata-2019-kepada-tempat-hiburan-colosseum#.Xfh5JZMzaHs
2019-12-16,Gubernur DKI Jakarta Dorong Warga Jakarta Berjalan Kaki,NETRAL,,
2019-12-17,Stok Pangan DKI Jakarta Jelang Natal dan Tahun Baru,POSITIF,Jamin Ketersediaan Pangan Dinas KPKP Kembangkan Toko Tani Indonesia,https://www.beritajakarta.id/read/75282/jamin-ketersediaan-pangan-dinas-kpkp-kembangkan-toko-tani-indonesia#.Xfh5BJMzaHs
2019-12-17,Stok Pangan DKI Jakarta Jelang Natal dan Tahun Baru,POSITIF,Petugas Gabungan Lakukan Pengawasan Produk Pangan di Pasar Palmeriam,https://www.beritajakarta.id/read/75336/petugas-gabungan-lakukan-pengawasan-produk-pangan-di-pasar-palmeriam#.Xfs7oFUzaHt
2019-12-17,Stok Pangan DKI Jakarta Jelang Natal dan Tahun Baru,POSITIF,Dinas KPKP Prediksi Pembelian Pangan Bersubsidi Meningkat 25 Persen,https://www.beritajakarta.id/read/75266/dinas-kpkp-prediksi-pembelian-pangan-bersubsidi-meningkat-25-persen#.Xfh5OpMzaHs
2019-12-17,Pasca Viral Tenaga Honorer Masuk Selokan,NETRAL,Inspektorat DKI Jakarta Temukan Pelanggaran Penyalahgunaan Wewenang dalam Proses Seleksi PPSU Jelambar,https://www.beritajakarta.id/read/75277/inspektorat-dki-jakarta-temukan-pelanggaran-penyalahgunaan-wewenang-dalam-proses-seleksi-ppsu-jelambar#.Xfh5IZMzaHs
2019-12-17,Pemprov DKI Jakarta Maksiat Friendly,NEGATIF,Disparbud DKI Batalkan Penghargaan Adikarya Wisata 2019 Kepada Tempat Hiburan Colosseum,https://www.beritajakarta.id/read/75276/disparbud-dki-batalkan-penghargaan-adikarya-wisata-2019-kepada-tempat-hiburan-colosseum#.Xfh5JZMzaHs
2019-12-18,Penanggulangan Temuan Ular Kobra di Sejumlah Wilayah DKI Jakarta,POSITIF,,
2019-12-18,Pemprov DKI Jakarta Siap Hadapi Gugatan Perda Perpasaran,NETRAL,,
2019-12-18,Penghargaan Colosseum Dicabut dan Tagar #4niesCuciTangan,NETRAL,Disparbud DKI Batalkan Penghargaan Adikarya Wisata 2019 Kepada Tempat Hiburan Colosseum,https://www.beritajakarta.id/read/75276/disparbud-dki-batalkan-penghargaan-adikarya-wisata-2019-kepada-tempat-hiburan-colosseum#.Xfh5JZMzaHs
2019-12-19,Jakarta Banjir dan Kritik,NEGATIF,Tiga Titik Genangan di Setiabudi Teratasi,https://www.beritajakarta.id/read/75305/tiga-titik-genangan-di-setiabudi-teratasi#.Xfn1S9UzaHs
2019-12-19,Jakarta Banjir dan Kritik,NEGATIF,Genangan di Jl Jenderal Sudirman dan Jl Asia Afrika Surut,https://www.beritajakarta.id/read/75304/genangan-di-jl-jenderal-sudirman-dan-jl-asia-afrika-surut#.Xfn1TdUzaHs
2019-12-19,Jakarta Banjir dan Kritik,NEGATIF,Operasi Siaga Ibukota Dinas SDA dan BPBD Pastikan Genangan Surut,https://www.beritajakarta.id/read/75302/operasi-siaga-ibukota-dinas-sda-dan-bpbd-pastikan-genangan-surut#.Xfn1TtUzaHs
2019-12-19,Jakarta Banjir dan Kritik,NEGATIF,Kelurahan Rawa Badak Selatan Siapkan Penanganan Genangan,https://www.beritajakarta.id/read/75329/kelurahan-rawa-badak-selatan-siapkan-penanganan-genangan#.Xfs6kVUzaHs
2019-12-19,Jakarta Banjir dan Kritik,NEGATIF,Pembangunan Saluran di Jl Nila Ditarget Rampung Akhir Desember,https://www.beritajakarta.id/read/75333/pembangunan-saluran-di-jl-nila-ditarget-rampung-akhir-desember#.Xfs6hVUzaHs
2019-12-19,Jakarta Banjir dan Kritik,NEGATIF,Petugas Tangani Genangan di Sejumlah Titik Lokasi,https://www.beritajakarta.id/read/75303/petugas-tangani-genangan-di-sejumlah-titik-lokasi#.Xfn1UNUzaHs
2019-12-19,ASPHIJA Tuding Pemprov DKI Diskriminasi,NEGATIF,,
2019-12-19,Kolaborasi Pemprov DKI Jakarta dan Warga dalam Rayakan Semarak Natal,POSITIF,Kolaborasi Pemprov DKI dan Warga Rayakan Semarak Natal di Sejumlah Sudut Jakarta,https://www.beritajakarta.id/read/75315/kolaborasi-pemprov-dki-dan-warga-rayakan-semarak-natal-di-sejumlah-sudut-jakarta#.Xfs52lUzaHs
2019-12-19,Kolaborasi Pemprov DKI Jakarta dan Warga dalam Rayakan Semarak Natal,POSITIF,Wujudkan Keadilan dan Persatuan Gubernur Anies Tinjau Pelaksanaan Christmas Carol di Jakarta,https://www.beritajakarta.id/read/75357/wujudkan-keadilan-dan-persatuan-gubernur-anies-tinjau-pelaksanaan-christmas-carol-di-jakarta
2019-12-20,Pemprov DKI Jakarta Amankan Jakarta Jelang Natal dan Tahun Baru 2020,POSITIF,Sembilan Terminal akan Dioperasikan Saat Nataru 2019/2020,https://www.beritajakarta.id/read/75311/sembilan-terminal-akan-dioperasikan-saat-nataru-20192020#.Xfs511UzaHs
2019-12-20,Jalan Panjang APBD DKI 2020,NETRAL,,
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Tiga Titik Genangan di Setiabudi Teratasi,https://www.beritajakarta.id/read/75305/tiga-titik-genangan-di-setiabudi-teratasi#.Xfn1S9UzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Genangan di Jl Jenderal Sudirman dan Jl Asia Afrika Surut,https://www.beritajakarta.id/read/75304/genangan-di-jl-jenderal-sudirman-dan-jl-asia-afrika-surut#.Xfn1TdUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Operasi Siaga Ibukota Dinas SDA dan BPBD Pastikan Genangan Surut,https://www.beritajakarta.id/read/75302/operasi-siaga-ibukota-dinas-sda-dan-bpbd-pastikan-genangan-surut#.Xfn1TtUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Petugas Tangani Genangan di Sejumlah Titik Lokasi,https://www.beritajakarta.id/read/75303/petugas-tangani-genangan-di-sejumlah-titik-lokasi#.Xfn1UNUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Sudin PE Jaktim Realisasikan Pembuatan 180 Sumur Resapan,https://www.beritajakarta.id/read/75460/sudin-pe-jaktim-realisasikan-pembuatan-180-sumur-resapan#.XgWczFUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Kadis SDA Pimpin Penanganan Genangan di Jalan Kamal Raya,https://www.beritajakarta.id/read/75469/kadis-sda-pimpin-penanganan-genangan-di-jalan-kamal-raya#.XgWcu1UzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Pompa Apung Dikerahkan Tangani Genangan Jl Arteri Marunda,https://www.beritajakarta.id/read/75471/pompa-apung-dikerahkan-tangani-genangan-jl-arteri-marunda#.XgWcqVUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Dinas SDA Sigap Tangani Genangan,https://www.beritajakarta.id/read/75476/dinas-sda-sigap-tangani-genangan#.XgWcpVUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Genangan di Jl Lingkungan III Tegal Alur Surut,https://www.beritajakarta.id/read/75477/genangan-di-jl-lingkungan-iii-tegal-alur-surut#.XgWcpVUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Pemkot Jakut Gelar Apel Siaga Bencana di Taman Waduk Rawa Badak,https://www.beritajakarta.id/read/75486/pemkot-jakut-gelar-apel-siaga-bencana-di-taman-waduk-rawa-badak#.XgWfnVUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Normalisasi Saluran di Jalan Panca Raya Capai 59 Persen,https://www.beritajakarta.id/read/75485/normalisasi-saluran-di-jalan-panca-raya-capai-59-persen#.XgWfmlUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Tali Air di Jl Daan Mogot Dibersihkan,https://www.beritajakarta.id/read/75473/tali-air-di-jl-daan-mogot-dibersihkan#.XgWcplUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Genangan di Jl Benda Raya Surut,https://www.beritajakarta.id/read/75474/genangan-di-jl-benda-raya-surut#.XgWcp1UzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Sampah di Kali Kanal Banjir Barat Dibersihkan (Reporter : Rudi Hermawan | Editor : Andry | Rabu 25 Desember 2019 16:04 WIB | Dibaca 493 kali),https://www.beritajakarta.id/read/75459/sampah-di-kali-kanal-banjir-barat-dibersihkan#.XgWcvVUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,48 Petugas Gabungan Bersihkan Saluran Jl Arteri Marunda,https://www.beritajakarta.id/read/75510/48-petugas-gabungan-bersihkan-saluran-jl-arteri-marunda#.XgWf7VUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,90 Petugas Dikerahkan Atasi Genangan di Jl Benda Raya,https://www.beritajakarta.id/read/75465/90-petugas-dikerahkan-atasi-genangan-di-jl-benda-raya#.XgWcyVUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,PPSU Tegal Alur Bersihkan Sampah di Lokasi Genangan,https://www.beritajakarta.id/read/75466/ppsu-tegal-alur-bersihkan-sampah-di-lokasi-genangan#.XgWcx1UzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Genangan di Jl Danau Sunter Barat Surut,https://www.beritajakarta.id/read/75467/genangan-di-jl-danau-sunter-barat-surut#.XgWcw1UzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Stasiun MRT Jakarta Dipastikan Aman dari Banjir,https://www.beritajakarta.id/read/75353/stasiun-mrt-jakarta-dipastikan-aman-dari-banjir
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Kelurahan Rawa Badak Selatan Siapkan Penanganan Genangan,https://www.beritajakarta.id/read/75329/kelurahan-rawa-badak-selatan-siapkan-penanganan-genangan#.Xfs6kVUzaHs
2019-12-20,Pemprov DKI Siap Hadapi Puncak Musim Hujan,NETRAL,Pembangunan Saluran di Jl Nila Ditarget Rampung Akhir Desember,https://www.beritajakarta.id/read/75333/pembangunan-saluran-di-jl-nila-ditarget-rampung-akhir-desember#.Xfs6hVUzaHs
2019-12-23,Agenda Ibu Kota Jelang Tahun Baru,POSITIF,Malam Pergantian Tahun Pemprov DKI Gelar Nikah Massal hingga Panggung Hiburan,https://www.beritajakarta.id/read/75373/malam-pergantian-tahun-pemprov-dki-gelar-nikah-massal-hingga-panggung-hiburan#.XgBQaFUzaHs
2019-12-23,Agenda Ibu Kota Jelang Tahun Baru,POSITIF,Kepulauan Seribu Dikunjungi 5.521 Wisatawan Saat Libur Natal,https://www.beritajakarta.id/read/75481/kepulauan-seribu-dikunjungi-5521-wisatawan-saat-libur-natal
2019-12-23,Agenda Ibu Kota Jelang Tahun Baru,POSITIF,Bupati Pantau Arus Wisatawan di Kepulauan Seribu,https://www.beritajakarta.id/read/75443/bupati-pantau-arus-wisatawan-di-kepulauan-seribu#.XgWe8FUzaHs
2019-12-23,Agenda Ibu Kota Jelang Tahun Baru,POSITIF,116 Personel Sudinhub Jaksel Disiagakan Selama Libur Natal,https://www.beritajakarta.id/read/75444/116-personel-sudinhub-jaksel-disiagakan-selama-libur-natal#.XgWe81UzaHs
2019-12-23,Agenda Ibu Kota Jelang Tahun Baru,POSITIF,28.165 Pengguna Bus AKAP Berangkat dari Terminal Kampung Rambutan,https://www.beritajakarta.id/read/75447/28165-pengguna-bus-akap-berangkat-dari-terminal-kampung-rambutan#.XgWe91UzaHs
2019-12-23,Agenda Ibu Kota Jelang Tahun Baru,POSITIF,Jumlah Penumpang di Terminal Tanjung Priok Diprediksi Meningkat,https://www.beritajakarta.id/read/75433/jumlah-penumpang-di-terminal-tanjung-priok-diprediksi-meningkat#.XgWfTlUzaHs
2019-12-23,Agenda Ibu Kota Jelang Tahun Baru,POSITIF,Alur Kapal Penumpang di Pulau Untung Jawa Diatur Ulang,https://www.beritajakarta.id/read/75482/alur-kapal-penumpang-di-pulau-untung-jawa-diatur-ulang#.XgWfsVUzaHs
